Age,Industry_grouped,JobTitle_grouped,Salary,AdditionalComp,Country_cleaned,ExperienceOverall,ExperienceField,Education,Gender,Race
35-44,Finance,Management,86400.0,6480.0,Ireland,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",,White
25-34,Tech,Management,76000.0,,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Management,80000.0,20000.0,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Tech,Management,67000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
45-54,Tech,Education & Training,78000.0,0.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
35-44,Tech,Management,918000.0000000001,0.0,Germany,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Education,Executive,61000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Man,White
25-34,Marketing,Management,37500.0,5000.0,United Kingdom,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Tech,Management,26250.0,,United Kingdom,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Engineering & IT,100000.0,0.0,United States,11 - 20 years,8 - 10 years,Some college,Man,White
25-34,Tech,Management,29120.0,,United States,5-7 years,2 - 4 years,High School,Non-binary,"Hispanic, Latino, or Spanish origin, White"
25-34,Tech,Consulting,166000.0,0.0,United States,11 - 20 years,2 - 4 years,Master's degree,Man,White
35-44,Consulting,Engineering & IT,135000.0,1000.0,United States,11 - 20 years,8 - 10 years,College degree,Man,Black or African American
35-44,Tech,Management,39960.0,1296.0,Ireland,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Other,Management,65000.0,1000.0,United States,8 - 10 years,8 - 10 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Engineering & Manufacturing,Engineering & IT,54000.0,,Ireland,5-7 years,5-7 years,PhD,Woman,White
35-44,Engineering & Manufacturing,Engineering & IT,91000.0,7000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Engineering & IT,125000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Man,White
35-44,Tech,Executive,100000.0,,United Kingdom,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Education,Management,63000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Legal,Project & Program Management,1100000.0,,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,White
35-44,Tech,Engineering & IT,125000.0,,New Zealand,11 - 20 years,8 - 10 years,High School,Man,White
35-44,Engineering & Manufacturing,Engineering & IT,82000.0,3000.0,United States,11 - 20 years,8 - 10 years,College degree,Man,White
25-34,Tech,Management,36186.0,2516.0,Canada,8 - 10 years,5-7 years,College degree,Woman,Black or African American
45-54,Government,Executive,168000.0,3000.0,United States,11 - 20 years,11 - 20 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
25-34,Engineering & Manufacturing,Data & Analytics,138000.0,0.0,United States,5-7 years,5-7 years,PhD,Man,White
35-44,Tech,Data & Analytics,84000.0,16000.0,United States,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Tech,Management,54000.0,500.0,United States,5-7 years,5-7 years,Master's degree,Non-binary,White
35-44,Government,Other,45000.0,0.0,United States,11 - 20 years,8 - 10 years,Some college,Woman,White
25-34,Healthcare,Other,560000.0,0.0,United States,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer
25-34,Tech,Management,165000.0,10000.0,United States,8 - 10 years,8 - 10 years,College degree,Man,White
25-34,Legal,Legal,61000.0,1000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Data & Analytics,85550.0,,United States,8 - 10 years,1 year or less,College degree,Man,White
25-34,Tech,Marketing & Communications,37000.0,,United States,8 - 10 years,1 year or less,College degree,Woman,White
35-44,Education,Other,46800.0,0.0,United States,11 - 20 years,11 - 20 years,High School,Woman,White
25-34,Marketing,Management,60000.0,15000.0,United States,5-7 years,8 - 10 years,High School,Man,White
25-34,Art & Design,Management,66600.0,0.0,Canada,5-7 years,5-7 years,Master's degree,Man,White
45-54,Tech,Engineering & IT,170000.0,45000.0,United States,21 - 30 years,21 - 30 years,College degree,Man,Asian or Asian American
25-34,Legal,Administrative,162500.0,25000.0,United Kingdom,2 - 4 years,2 - 4 years,Master's degree,Woman,Middle Eastern or Northern African
35-44,Agriculture,Management,37500.0,0.0,United Kingdom,11 - 20 years,8 - 10 years,Some college,Man,White
35-44,Tech,Executive,59000.0,0.0,United States,11 - 20 years,11 - 20 years,PhD,Man,White
35-44,Education,Education & Training,43750.0,,United Kingdom,2 - 4 years,5-7 years,PhD,Man,
25-34,Tech,Engineering & IT,43000.0,0.0,United States,8 - 10 years,2 - 4 years,Master's degree,Man,White
25-34,Retail,Management,25843.75,0.0,United Kingdom,11 - 20 years,5-7 years,Master's degree,Man,White
25-34,Finance,Management,58398.0,1500.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Government,Education & Training,76000.0,0.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
45-54,Tech,Executive,237000.0,40000.0,United States,21 - 30 years,21 - 30 years,Some college,Man,White
45-54,Tech,Executive,135000.0,20000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Executive,53750.0,,United Kingdom,8 - 10 years,8 - 10 years,Master's degree,Man,Asian or Asian American
25-34,Marketing,Management,50000.0,,United States,2 - 4 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Tech,Engineering & IT,156000.0,0.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Engineering & IT,135000.0,12500.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
35-44,Government,Data & Analytics,47000.0,0.0,United States,5-7 years,5-7 years,High School,Man,White
25-34,Legal,Education & Training,66000.0,1000.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Art & Design,Executive,60000.0,,United Kingdom,11 - 20 years,11 - 20 years,College degree,Man,"Black or African American, White"
35-44,Art & Design,Creative Arts,25000.0,1250.0,United Kingdom,8 - 10 years,1 year or less,PhD,Woman,White
35-44,Tech,Executive,35520.0,0.0,Canada,5-7 years,5-7 years,College degree,Man,White
35-44,Education,Management,100000.0,10000.0,United States,11 - 20 years,8 - 10 years,Master's degree,Man,White
25-34,Legal,Administrative,36400.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Engineering & Manufacturing,Marketing & Communications,105000.0,8000.0,United States,8 - 10 years,8 - 10 years,Master's degree,Man,Asian or Asian American
55-64,Engineering & Manufacturing,Human Resources,42000.0,,United States,31 - 40 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,67000.0,2500.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
45-54,Art & Design,Executive,100000.0,0.0,United Kingdom,21 - 30 years,21 - 30 years,College degree,Man,White
45-54,Education,Engineering & IT,70000.0,0.0,United States,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Engineering & Manufacturing,Engineering & IT,97000.0,,United States,8 - 10 years,2 - 4 years,Master's degree,Man,White
25-34,Other,Language Expert,240000.0,,United States,2 - 4 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
45-54,Tech,Engineering & IT,230000.0,,United States,21 - 30 years,21 - 30 years,College degree,Man,White
25-34,Engineering & Manufacturing,Engineering & IT,85000.0,,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Other,Management,45000.0,,United Kingdom,5-7 years,5-7 years,College degree,Woman,White
45-54,Government,Management,61392.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Management,52000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Marketing & Communications,45000.0,,United Kingdom,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Engineering & IT,140400.0,,Germany,5-7 years,5-7 years,Master's degree,Man,White
35-44,Tech,Management,73750.0,1250.0,United Kingdom,11 - 20 years,11 - 20 years,,Woman,White
35-44,Tech,Executive,105000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,Asian or Asian American
25-34,Tech,Human Resources,54800.0,2500.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Marketing & Communications,52000.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
18-24,Finance,Data & Analytics,63700.0,0.0,United States,1 year or less,1 year or less,College degree,Woman,White
25-34,Tech,Management,137000.0,14000.0,United States,5-7 years,5-7 years,College degree,Man,White
35-44,Healthcare,Management,86700.0,2000.0,United States,11 - 20 years,8 - 10 years,College degree,Man,White
35-44,Healthcare,Executive,122433.0,0.0,Canada,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Art & Design,Other,18000.0,0.0,United States,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Tech,Engineering & IT,110000.0,15000.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
25-34,Education,Management,64000.0,1800.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Management,62000.0,,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Finance,Executive,130000.0,50000.0,United States,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Retail,Management,86000.0,8600.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
45-54,Tech,Management,225000.0,33000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Tech,Executive,74000.0,0.0,Canada,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Education,Education & Training,75000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Finance,Engineering & IT,72500.0,,United Kingdom,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Tech,Management,57350.0,888.0,Canada,11 - 20 years,5-7 years,Some college,Woman,Black or African American
35-44,Art & Design,Executive,48000.0,,Brazil,21 - 30 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin, White"
25-34,Engineering & Manufacturing,Engineering & IT,75000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
35-44,Tech,Engineering & IT,173000.0,0.0,United States,8 - 10 years,8 - 10 years,Some college,Man,White
25-34,Tech,Other,52000.0,,United States,5-7 years,5-7 years,College degree,Man,White
25-34,Marketing,Executive,75000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Management,60000.0,500.0,United States,5-7 years,5-7 years,Master's degree,Man,White
35-44,Marketing,Assistant,56250.0,0.0,United Kingdom,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Healthcare,Researcher & Scientist,46875.0,0.0,United Kingdom,5-7 years,5-7 years,PhD,Man,White
35-44,Tech,Executive,89000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Engineering & Manufacturing,Management,170000.0,35000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Marketing,Management,165000.0,25000.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Tech,Management,120000.0,1.0,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,White
18-24,Tech,Engineering & IT,115000.0,2500.0,United States,2 - 4 years,2 - 4 years,Some college,Man,White
35-44,Finance,Management,66674.0,9990.0,Canada,21 - 30 years,11 - 20 years,Some college,Man,White
45-54,Healthcare,Data & Analytics,75000.0,375.0,United States,31 - 40 years,21 - 30 years,College degree,Woman,White
35-44,Tech,Management,142000.0,,United States,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Government,Marketing & Communications,37954.0,,United States,2 - 4 years,1 year or less,Some college,Woman,Black or African American
45-54,Construction & Real Estate,Executive,135000.0,62500.0,United Kingdom,21 - 30 years,21 - 30 years,Master's degree,Man,White
35-44,Engineering & Manufacturing,Executive,115000.0,50000.0,United Kingdom,8 - 10 years,2 - 4 years,PhD,Man,White
25-34,Finance,Management,55000.0,4000.0,United States,8 - 10 years,2 - 4 years,College degree,Man,White
35-44,Education,Education & Training,59000.0,15000.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
35-44,Tech,Finance & Accounting,31371.25,,United Kingdom,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Retail,Management,69500.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Government,Executive,113500.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Marketing,Marketing & Communications,54000.0,1000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Government,Finance & Accounting,69560.0,0.0,Canada,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Education,Education & Training,50000.0,0.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
25-34,Finance,Management,69000.0,3500.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Tech,News & Media,62500.0,0.0,United Kingdom,8 - 10 years,5-7 years,College degree,Woman,Black or African American
25-34,Tech,Data & Analytics,225000.0,200000.0,United States,5-7 years,2 - 4 years,PhD,Man,White
25-34,Tech,Data & Analytics,90000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Man,White
25-34,Tech,Engineering & IT,160000.0,25000.0,United States,5-7 years,2 - 4 years,College degree,Man,Asian or Asian American
25-34,Tech,Management,70000.0,0.0,United States,8 - 10 years,2 - 4 years,College degree,Man,White
25-34,Marketing,Management,90000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer
25-34,Government,Management,34000.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Engineering & Manufacturing,Management,116000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Art & Design,Creative Arts,13320.0,0.0,Canada,5-7 years,2 - 4 years,Some college,Woman,"Black or African American, White"
25-34,Tech,Management,32500.0,,United Kingdom,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Media & Entertainment,Entrepreneur,75700.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Tech,Management,108000.0,7000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
35-44,Tech,Engineering & IT,210000.0,21000.0,United States,11 - 20 years,11 - 20 years,Some college,Man,White
45-54,Tech,Engineering & IT,41875.0,4187.5,United Kingdom,11 - 20 years,11 - 20 years,High School,Man,White
35-44,Tech,Engineering & IT,165000.0,10000.0,United States,11 - 20 years,8 - 10 years,Master's degree,Man,White
25-34,Art & Design,Creative Arts,85000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
under 18,Other,Executive,34320.0,,United States,1 year or less,1 year or less,,Woman,White
25-34,Media & Entertainment,Executive,115000.0,,United States,11 - 20 years,5-7 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Media & Entertainment,Marketing & Communications,70000.0,5000.0,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Finance,Administrative,85000.0,5000.0,United States,5-7 years,5-7 years,College degree,Woman,White
